count 1521
74 normal 0.0004898312
74 portsweep 0.0000020192
74 satan 0.0000020138
74 teardrop 0.0000020429
75 back 0.0000081707
75 neptune 0.0000020242
75 normal 0.0004756625
75 teardrop 0.0000020429
76 back 0.0000081707
76 neptune 0.0000040485
76 normal 0.0004695902
76 portsweep 0.0000020192
76 teardrop 0.0000020429
77 back 0.0000081707
77 neptune 0.0000020242
77 normal 0.0004594698
77 teardrop 0.0000020429
78 back 0.0000081707
78 normal 0.0004250601
78 teardrop 0.0000020429
79 back 0.0000081707
79 neptune 0.0000020242
79 normal 0.0004513734
79 teardrop 0.0000020429
8 back 0.0000081707
8 buffer_overflow 0.0000033333
8 guess_passwd 0.0000018868
8 imap 0.0000000000
8 ipsweep 0.0000040096
8 normal 0.0016111803
8 warezclient 0.0000741176
8 warezmaster 0.0000000000
80 back 0.0000081707
80 normal 0.0004675662
80 teardrop 0.0000020429
81 back 0.0000081707
81 neptune 0.0000040485
81 normal 0.0004068433
81 teardrop 0.0000020429
82 back 0.0000081707
82 nmap 0.0000021645
82 normal 0.0004372047
82 teardrop 0.0000020429
83 back 0.0000081707
83 neptune 0.0000040485
83 normal 0.0004270842
83 smurf 0.0000020243
83 teardrop 0.0000020429
84 back 0.0000081707
84 nmap 0.0000021645
84 normal 0.0004432770
84 portsweep 0.0000020192
84 satan 0.0000020138
84 teardrop 0.0000020429
85 back 0.0000081707
85 neptune 0.0000020242
85 normal 0.0004210119
85 pod 0.0000018939
85 teardrop 0.0000020429
86 back 0.0000081707
86 neptune 0.0000040485
86 normal 0.0004169638
86 pod 0.0000018939
86 teardrop 0.0000020429
87 back 0.0000081707
87 neptune 0.0000020242
87 normal 0.0004291083
87 pod 0.0000018939
87 teardrop 0.0000020429
88 back 0.0000081707
88 normal 0.0003845782
88 pod 0.0000018939
88 teardrop 0.0000020429
89 back 0.0000081707
89 neptune 0.0000020242
89 normal 0.0004007710
89 pod 0.0000018939
89 teardrop 0.0000020429
9 back 0.0000081707
9 buffer_overflow 0.0000033333
9 guess_passwd 0.0000018868
9 imap 0.0000000000
9 ipsweep 0.0000040096
9 neptune 0.0000020242
9 normal 0.0015787948
9 warezclient 0.0000473529
9 warezmaster 0.0000000000
90 back 0.0000081707
90 normal 0.0004230360
90 pod 0.0000018939
90 teardrop 0.0000020429
91 back 0.0000081707
91 neptune 0.0000040485
91 normal 0.0003663614
91 pod 0.0000018939
91 teardrop 0.0000020429
92 back 0.0000081707
92 nmap 0.0000021645
92 normal 0.0003967228
92 pod 0.0000018939
92 teardrop 0.0000020429
93 back 0.0000081707
93 neptune 0.0000040485
93 normal 0.0003987469
93 pod 0.0000018939
93 smurf 0.0000020243
93 teardrop 0.0000020429
94 back 0.0000081707
94 nmap 0.0000021645
94 normal 0.0004149397
94 pod 0.0000018939
94 portsweep 0.0000020192
94 satan 0.0000020138
94 teardrop 0.0000020429
95 back 0.0000081707
95 neptune 0.0000020242
95 normal 0.0003886264
95 pod 0.0000018939
95 teardrop 0.0000020429
96 back 0.0000081707
96 neptune 0.0000040485
96 normal 0.0003785059
96 pod 0.0000018939
96 teardrop 0.0000020429
97 back 0.0000081707
97 neptune 0.0000020242
97 normal 0.0003946987
97 pod 0.0000018939
97 teardrop 0.0000020429
98 back 0.0000081707
98 normal 0.0003501686
98 pod 0.0000018939
98 teardrop 0.0000020429
99 back 0.0000081707
99 neptune 0.0000020242
99 normal 0.0003785059
99 pod 0.0000018939
99 teardrop 0.0000020429




dst_host_diff_srv_rate 502
0.00 back 0.0045000000
0.00 buffer_overflow 0.0001000000
0.00 ftp_write 0.0000000000
0.00 guess_passwd 0.0001000000
0.00 imap 0.0000000000
0.00 ipsweep 0.0023155573
0.00 land 0.0000000000
0.00 loadmodule 0.0000000000
0.00 multihop 0.0000000000
0.00 neptune 0.0000161939
0.00 nmap 0.0002272727
0.00 normal 0.1255364512
0.00 phf 0.0000000000
0.00 pod 0.0002784091
0.00 portsweep 0.0000020192
0.00 rootkit 0.0000000000
0.00 smurf 0.5680417009
0.00 warezclient 0.0012908824
0.00 warezmaster 0.0000000000
0.01 imap 0.0000000000
0.01 multihop 0.0000000000
0.01 neptune 0.0000121454
0.01 nmap 0.0000238095
0.01 normal 0.0262626442
0.01 perl 0.0000000000
0.01 phf 0.0000000000
0.01 smurf 0.0000870444
0.01 teardrop 0.0006108274
0.02 neptune 0.0002874413
0.02 nmap 0.0000129870
0.02 normal 0.0077016849
0.02 perl 0.0000000000
0.02 pod 0.0000757576
0.02 portsweep 0.0000040385
0.02 rootkit 0.0000000000
0.02 satan 0.0000080554
0.02 smurf 0.0001214573
0.02 spy 0.0000000000
0.02 teardrop 0.0004269663
0.02 warezclient 0.0005455882
0.03 neptune 0.0000647755
0.03 nmap 0.0000043290
0.03 normal 0.0068596610
0.03 portsweep 0.0000020192
0.03 satan 0.0000080554
0.03 smurf 0.0000242915
0.03 teardrop 0.0000939734
0.03 warezclient 0.0000658824
0.03 warezmaster 0.0000000000
0.04 neptune 0.0008602998
0.04 nmap 0.0000021645
0.04 normal 0.0045805290
0.04 pod 0.0000303030
0.04 portsweep 0.0000040385
0.04 satan 0.0000140969
0.04 smurf 0.0000263158
0.04 teardrop 0.0001716037
0.05 neptune 0.0342014720
0.05 nmap 0.0000021645
0.05 normal 0.0029754210
0.05 pod 0.0000075758
0.05 portsweep 0.0000040385
0.05 satan 0.0000221523
0.05 smurf 0.0000121457
0.05 teardrop 0.0001164454
0.05 warezclient 0.0000370588
0.05 warezmaster 0.0000000000
0.06 neptune 0.0548790310
0.06 nmap 0.0000021645
0.06 normal 0.0021981681
0.06 perl 0.0000000000
0.06 portsweep 0.0000100962
0.06 satan 0.0000181246
0.06 smurf 0.0000060729
0.06 warezclient 0.0000164706
0.07 neptune 0.0913415733
0.07 normal 0.0015727225
0.07 portsweep 0.0000020192
0.07 satan 0.0000100692
0.07 smurf 0.0000060729
0.07 warezclient 0.0000247059
0.08 neptune 0.0280538708
0.08 normal 0.0012974455
0.08 pod 0.0000378788
0.08 portsweep 0.0000040385
0.08 satan 0.0000100692
0.08 warezclient 0.0000267647
0.09 neptune 0.0069714648
0.09 normal 0.0009209636
0.09 portsweep 0.0000100962
0.09 satan 0.0000040277
0.09 smurf 0.0000060729
0.10 neptune 0.0002145689
0.10 normal 0.0007732046
0.10 portsweep 0.0000060577
0.10 smurf 0.0000020243
0.11 neptune 0.0000222666
0.11 normal 0.0005384095
0.11 portsweep 0.0000100962
0.11 satan 0.0000060415
0.11 smurf 0.0000040486
0.12 neptune 0.0000182181
0.12 normal 0.0006011565
0.12 portsweep 0.0000040385
0.12 warezclient 0.0000041176
0.13 neptune 0.0000080969
0.13 normal 0.0002914698
0.13 portsweep 0.0000100962
0.13 satan 0.0000020138
0.13 smurf 0.0000020243
0.13 warezclient 0.0000226471
0.14 neptune 0.0000121454
0.14 normal 0.0003440963
0.14 portsweep 0.0000060577
0.14 satan 0.0000020138
0.14 smurf 0.0000020243
0.14 warezclient 0.0000041176
0.15 neptune 0.0000040485
0.15 normal 0.0002611084
0.15 portsweep 0.0000060577
0.15 satan 0.0000040277
0.15 smurf 0.0000060729
0.15 warezclient 0.0000041176
0.16 neptune 0.0000040485
0.16 normal 0.0001740722
0.16 portsweep 0.0000040385
0.16 satan 0.0000060415
0.16 smurf 0.0000101214
0.17 land 0.0000000000
0.17 neptune 0.0000040485
0.17 normal 0.0002266987
0.17 portsweep 0.0000181731
0.17 satan 0.0000080554
0.17 smurf 0.0000060729
0.17 warezclient 0.0000041176
0.18 neptune 0.0000060727
0.18 normal 0.0001781204
0.18 portsweep 0.0000040385
0.18 satan 0.0000100692
0.18 smurf 0.0000121457
0.18 warezclient 0.0000041176
0.19 land 0.0000000000
0.19 normal 0.0001194217
0.19 portsweep 0.0000060577
0.19 satan 0.0000020138
0.19 smurf 0.0000060729
0.20 land 0.0000000000
0.20 neptune 0.0000040485
0.20 normal 0.0001558554
0.20 portsweep 0.0000020192
0.20 satan 0.0000120831
0.20 smurf 0.0000080972
0.20 warezclient 0.0000061765
0.21 neptune 0.0000020242
0.21 normal 0.0001133494
0.21 portsweep 0.0000141346
0.21 satan 0.0000040277
0.21 smurf 0.0000040486
0.22 normal 0.0001153735
0.22 portsweep 0.0000060577
0.22 satan 0.0000261800
0.22 warezclient 0.0000082353
0.23 neptune 0.0000020242
0.23 normal 0.0000586988
0.23 portsweep 0.0000040385
0.23 satan 0.0000181246
0.23 warezclient 0.0000020588
0.24 normal 0.0000586988
0.24 portsweep 0.0000060577
0.24 satan 0.0000080554
0.24 smurf 0.0000020243
0.25 normal 0.0001356144
0.25 portsweep 0.0000121154
0.25 satan 0.0000060415
0.25 smurf 0.0000020243
0.25 warezclient 0.0000102941
0.26 neptune 0.0000020242
0.26 normal 0.0000182169
0.26 portsweep 0.0000040385
0.26 satan 0.0000080554
0.26 smurf 0.0000020243
0.27 neptune 0.0000020242
0.27 normal 0.0000748915
0.27 portsweep 0.0000080769
0.27 satan 0.0000060415
0.27 warezclient 0.0000020588
0.28 normal 0.0000101205
0.28 portsweep 0.0000060577
0.28 satan 0.0000060415
0.28 teardrop 0.0000040858
0.29 normal 0.0001254939
0.29 portsweep 0.0000080769
0.29 satan 0.0000100692
0.29 teardrop 0.0000061287
0.29 warezclient 0.0000082353
0.30 normal 0.0000627470
0.30 portsweep 0.0000060577
0.30 satan 0.0000040277
0.30 teardrop 0.0000040858
0.31 normal 0.0000344096
0.31 portsweep 0.0000060577
0.31 satan 0.0000080554
0.31 teardrop 0.0000061287
0.32 normal 0.0000101205
0.32 portsweep 0.0000080769
0.32 satan 0.0000040277
0.32 teardrop 0.0000040858
0.33 normal 0.0001720482
0.33 portsweep 0.0000060577
0.33 satan 0.0000060415
0.33 teardrop 0.0000061287
0.33 warezclient 0.0000041176
0.34 normal 0.0000161928
0.34 portsweep 0.0000080769
0.34 satan 0.0000020138
0.34 teardrop 0.0000040858
0.35 normal 0.0000141687
0.35 portsweep 0.0000020192
0.35 satan 0.0000040277
0.35 teardrop 0.0000061287
0.36 normal 0.0000384578
0.36 portsweep 0.0000161538
0.36 satan 0.0000020138
0.36 teardrop 0.0000061287
0.37 normal 0.0000182169
0.37 portsweep 0.0000040385
0.37 satan 0.0000060415
0.37 teardrop 0.0000040858
0.38 normal 0.0000526265
0.38 portsweep 0.0000080769
0.38 satan 0.0000020138
0.38 teardrop 0.0000061287
0.39 normal 0.0000222651
0.39 satan 0.0000060415
0.39 teardrop 0.0000040858
0.40 normal 0.0001457349
0.40 pod 0.0000075758
0.40 portsweep 0.0000121154
0.40 satan 0.0000040277
0.40 teardrop 0.0000061287
0.40 warezclient 0.0000041176
0.41 normal 0.0000425060
0.41 portsweep 0.0000020192
0.41 satan 0.0000060415
0.41 teardrop 0.0000040858
0.42 normal 0.0000829879
0.42 portsweep 0.0000040385
0.42 teardrop 0.0000061287
0.43 neptune 0.0000020242
0.43 normal 0.0000809638
0.43 satan 0.0000060415
0.43 teardrop 0.0000040858
0.44 neptune 0.0000020242
0.44 normal 0.0001012048
0.44 portsweep 0.0000161538
0.44 satan 0.0000060415
0.44 teardrop 0.0000061287
0.45 normal 0.0000586988
0.45 portsweep 0.0000020192
0.45 satan 0.0000040277
0.45 teardrop 0.0000061287
0.46 normal 0.0000546506
0.46 portsweep 0.0000040385
0.46 satan 0.0000040277
0.46 teardrop 0.0000040858
0.47 normal 0.0001052530
0.47 portsweep 0.0000020192
0.47 satan 0.0000060415
0.47 teardrop 0.0000061287
0.48 normal 0.0000789397
0.48 portsweep 0.0000080769
0.48 satan 0.0000060415
0.48 teardrop 0.0000040858
0.49 normal 0.0001032289
0.49 portsweep 0.0000060577
0.49 satan 0.0000020138
0.49 teardrop 0.0000061287
0.50 loadmodule 0.0000000000
0.50 normal 0.0001781204
0.50 pod 0.0000151515
0.50 portsweep 0.0000424038
0.50 satan 0.0000040277
0.50 teardrop 0.0000040858
0.50 warezclient 0.0000020588
0.51 normal 0.0001518072
0.51 portsweep 0.0000666346
0.51 satan 0.0000040277
0.51 teardrop 0.0000061287
0.52 normal 0.0001295421
0.52 portsweep 0.0000363462
0.52 satan 0.0000060415
0.52 teardrop 0.0000040858
0.53 normal 0.0002165783
0.53 portsweep 0.0000060577
0.53 satan 0.0000020138
0.53 teardrop 0.0000061287
0.54 normal 0.0001396626
0.54 portsweep 0.0000020192
0.54 satan 0.0000020138
0.54 teardrop 0.0000040858
0.55 normal 0.0001477590
0.55 portsweep 0.0000080769
0.55 satan 0.0000040277
0.55 teardrop 0.0000061287
0.56 normal 0.0001659759
0.56 portsweep 0.0000060577
0.56 satan 0.0000040277
0.56 teardrop 0.0000061287
0.57 normal 0.0001173976
0.57 portsweep 0.0000020192
0.57 satan 0.0000040277
0.57 teardrop 0.0000040858
0.58 normal 0.0001659759
0.58 portsweep 0.0000060577
0.58 satan 0.0000040277
0.58 teardrop 0.0000061287
0.59 normal 0.0001558554
0.59 portsweep 0.0000060577
0.59 teardrop 0.0000040858
0.60 loadmodule 0.0000000000
0.60 neptune 0.0000020242
0.60 normal 0.0002975421
0.60 portsweep 0.0000060577
0.60 satan 0.0000040277
0.60 teardrop 0.0000081716
0.61 normal 0.0001518072
0.61 portsweep 0.0000040385
0.61 satan 0.0000040277
0.61 teardrop 0.0000081716
0.62 normal 0.0002752770
0.62 portsweep 0.0000767308
0.62 satan 0.0000040277
0.62 teardrop 0.0000122574
0.63 normal 0.0001882409
0.63 portsweep 0.0000201923
0.63 teardrop 0.0000081716
0.64 normal 0.0002773011
0.64 portsweep 0.0000403846
0.64 satan 0.0000040277
0.64 teardrop 0.0001123596
0.65 normal 0.0003400481
0.65 portsweep 0.0000201923
0.65 satan 0.0000080554
0.65 teardrop 0.0000143003
0.66 normal 0.0002226505
0.66 portsweep 0.0000121154
0.66 satan 0.0000020138
0.66 teardrop 0.0000102145
0.67 normal 0.0002813493
0.67 pod 0.0000265152
0.67 portsweep 0.0000323077
0.67 satan 0.0000060415
0.67 teardrop 0.0000143003
0.67 warezclient 0.0000020588
0.68 normal 0.0001396626
0.68 portsweep 0.0000403846
0.68 satan 0.0000020138
0.68 teardrop 0.0000122574
0.69 normal 0.0002084819
0.69 portsweep 0.0000222115
0.69 satan 0.0000060415
0.69 teardrop 0.0000122574
0.70 normal 0.0001396626
0.70 portsweep 0.0000080769
0.70 satan 0.0000020138
0.70 teardrop 0.0000102145
0.71 nmap 0.0000021645
0.71 normal 0.0001680000
0.71 portsweep 0.0000282692
0.71 satan 0.0000060415
0.71 teardrop 0.0000143003
0.72 normal 0.0001133494
0.72 portsweep 0.0000121154
0.72 teardrop 0.0000102145
0.73 normal 0.0001194217
0.73 portsweep 0.0001029808
0.73 satan 0.0000060415
0.73 teardrop 0.0000122574
0.74 nmap 0.0000021645
0.74 normal 0.0000971566
0.74 portsweep 0.0000767308
0.74 satan 0.0000040277
0.74 teardrop 0.0000102145
0.75 loadmodule 0.0000000000
0.75 nmap 0.0000043290
0.75 normal 0.0001113253
0.75 portsweep 0.0000141346
0.75 satan 0.0000060415
0.75 teardrop 0.0000122574
0.76 normal 0.0001113253
0.76 portsweep 0.0000060577
0.76 satan 0.0000040277
0.76 teardrop 0.0000102145
0.77 nmap 0.0000021645
0.77 normal 0.0001093012
0.77 portsweep 0.0000020192
0.77 satan 0.0000040277
0.77 teardrop 0.0000040858
0.78 normal 0.0001234698
0.78 portsweep 0.0000060577
0.78 satan 0.0000020138
0.78 teardrop 0.0000061287
0.79 normal 0.0000870361
0.79 portsweep 0.0000060577
0.79 satan 0.0000040277
0.79 teardrop 0.0000040858
0.80 normal 0.0001457349
0.80 portsweep 0.0000040385
0.80 satan 0.0000060415
0.80 teardrop 0.0000061287
0.81 nmap 0.0000021645
0.81 normal 0.0001194217
0.81 portsweep 0.0000040385
0.81 satan 0.0000020138
0.81 teardrop 0.0000040858
0.82 normal 0.0003724336
0.82 portsweep 0.0000201923
0.82 satan 0.0000040277
0.82 teardrop 0.0000061287
0.83 normal 0.0003764818
0.83 portsweep 0.0000040385
0.83 satan 0.0000020138
0.83 teardrop 0.0000040858
0.84 nmap 0.0000021645
0.84 normal 0.0010687226
0.84 portsweep 0.0000020192
0.84 satan 0.0000060415
0.84 teardrop 0.0000061287
0.85 normal 0.0014856864
0.85 satan 0.0000020138
0.85 teardrop 0.0000061287
0.86 nmap 0.0000021645
0.86 normal 0.0011395660
0.86 portsweep 0.0000040385
0.86 satan 0.0000020138
0.86 teardrop 0.0000040858
0.87 normal 0.0008420239
0.87 portsweep 0.0000040385
0.87 satan 0.0000060415
0.87 teardrop 0.0000061287
0.88 nmap 0.0000021645
0.88 normal 0.0001922891
0.88 portsweep 0.0000020192
0.88 satan 0.0000040277
0.88 teardrop 0.0000040858
0.89 nmap 0.0000021645
0.89 normal 0.0002186024
0.89 satan 0.0000020138
0.89 teardrop 0.0000061287
0.90 nmap 0.0000021645
0.90 normal 0.0000850120
0.90 portsweep 0.0000060577
0.90 satan 0.0000020138
0.90 teardrop 0.0000040858
0.91 nmap 0.0000021645
0.91 normal 0.0000586988
0.91 portsweep 0.0000020192
0.91 satan 0.0000543738
0.91 teardrop 0.0000061287
0.92 nmap 0.0000021645
0.92 normal 0.0000020241
0.92 portsweep 0.0000020192
0.92 satan 0.0000040277
0.92 teardrop 0.0000040858
0.93 nmap 0.0000043290
0.93 normal 0.0000040482
0.93 satan 0.0000020138
0.93 teardrop 0.0000061287
0.94 nmap 0.0000064935
0.94 normal 0.0000020241
0.94 portsweep 0.0000060577
0.94 satan 0.0000020138
0.94 teardrop 0.0000040858
0.95 nmap 0.0000108225
0.95 portsweep 0.0000020192
0.95 satan 0.0000100692
0.95 teardrop 0.0000061287
0.96 nmap 0.0000064935
0.96 normal 0.0000040482
0.96 portsweep 0.0000020192
0.96 satan 0.0000040277
0.96 teardrop 0.0000061287
0.97 normal 0.0000020241
0.97 satan 0.0000161108
0.97 teardrop 0.0000040858
0.98 nmap 0.0000021645
0.98 portsweep 0.0000060577
0.98 satan 0.0000100692
0.98 teardrop 0.0000061287
0.99 nmap 0.0000021645
0.99 normal 0.0000020241
0.99 portsweep 0.0000020192
0.99 satan 0.0000020138
0.99 teardrop 0.0000040858
1.00 ftp_write 0.0000000000
1.00 ipsweep 0.0001844427
1.00 nmap 0.0001645022
1.00 normal 0.0000728675
1.00 pod 0.0000208333
1.00 portsweep 0.0009995192
1.00 satan 0.0026159849
1.00 teardrop 0.0000040858




dst_host_rerror_rate 519
0.00 back 0.0001103041
0.00 buffer_overflow 0.0000833333
0.00 ftp_write 0.0000000000
0.00 guess_passwd 0.0000037736
0.00 imap 0.0000000000
0.00 ipsweep 0.0023115477
0.00 land 0.0000000000
0.00 loadmodule 0.0000000000
0.00 multihop 0.0000000000
0.00 neptune 0.1755537915
0.00 nmap 0.0005000000
0.00 normal 0.1780981733
0.00 perl 0.0000000000
0.00 phf 0.0000000000
0.00 pod 0.0004621212
0.00 portsweep 0.0000040385
0.00 rootkit 0.0000000000
0.00 satan 0.0001611076
0.00 smurf 0.5682987856
0.00 spy 0.0000000000
0.00 teardrop 0.0012175689
0.00 warezclient 0.0017767647
0.00 warezmaster 0.0000000000
0.01 back 0.0003492964
0.01 neptune 0.0000263151
0.01 normal 0.0025503608
0.01 pod 0.0000378788
0.01 portsweep 0.0000020192
0.01 satan 0.0000020138
0.01 smurf 0.0000040486
0.01 warezclient 0.0002635294
0.02 back 0.0005985020
0.02 neptune 0.0000060727
0.02 normal 0.0012326744
0.02 portsweep 0.0000040385
0.02 satan 0.0000040277
0.02 smurf 0.0000465586
0.03 back 0.0005045393
0.03 imap 0.0000000000
0.03 neptune 0.0000020242
0.03 normal 0.0006335420
0.03 portsweep 0.0000020192
0.03 satan 0.0000020138
0.03 smurf 0.0000020243
0.04 back 0.0011786201
0.04 multihop 0.0000000000
0.04 neptune 0.0000020242
0.04 normal 0.0004311324
0.04 portsweep 0.0000100962
0.04 satan 0.0000060415
0.05 back 0.0012092601
0.05 normal 0.0003096867
0.05 portsweep 0.0000060577
0.05 smurf 0.0000020243
0.05 warezmaster 0.0000000000
0.06 back 0.0002716750
0.06 land 0.0000000000
0.06 normal 0.0001922891
0.06 portsweep 0.0000040385
0.06 satan 0.0000040277
0.06 smurf 0.0000020243
0.06 warezclient 0.0000082353
0.07 back 0.0000163414
0.07 land 0.0000000000
0.07 normal 0.0001335903
0.07 portsweep 0.0000040385
0.07 satan 0.0000040277
0.07 warezclient 0.0000350000
0.07 warezmaster 0.0000000000
0.08 back 0.0000142987
0.08 normal 0.0001680000
0.08 portsweep 0.0000060577
0.08 satan 0.0000020138
0.08 warezclient 0.0000061765
0.09 back 0.0000081707
0.09 normal 0.0001254939
0.09 portsweep 0.0000020192
0.09 smurf 0.0000020243
0.10 back 0.0000081707
0.10 buffer_overflow 0.0000033333
0.10 normal 0.0001032289
0.10 satan 0.0000040277
0.11 back 0.0000061280
0.11 buffer_overflow 0.0000033333
0.11 normal 0.0000870361
0.11 portsweep 0.0000100962
0.11 satan 0.0000080554
0.12 back 0.0000040853
0.12 buffer_overflow 0.0000033333
0.12 normal 0.0000951325
0.12 portsweep 0.0000060577
0.12 satan 0.0000040277
0.13 normal 0.0000890602
0.13 portsweep 0.0000020192
0.13 satan 0.0000040277
0.13 smurf 0.0000020243
0.14 back 0.0000040853
0.14 buffer_overflow 0.0000033333
0.14 normal 0.0000890602
0.14 portsweep 0.0000020192
0.14 satan 0.0000080554
0.14 warezclient 0.0000020588
0.15 back 0.0000163414
0.15 normal 0.0000384578
0.15 portsweep 0.0000060577
0.15 satan 0.0000020138
0.16 back 0.0000183840
0.16 normal 0.0000607229
0.16 portsweep 0.0000040385
0.16 satan 0.0000020138
0.17 back 0.0000122560
0.17 buffer_overflow 0.0000033333
0.17 normal 0.0000769156
0.17 portsweep 0.0000020192
0.17 satan 0.0000080554
0.17 smurf 0.0000020243
0.17 warezclient 0.0000020588
0.18 back 0.0000142987
0.18 normal 0.0000546506
0.18 satan 0.0000080554
0.19 back 0.0000183840
0.19 normal 0.0000546506
0.19 portsweep 0.0000080769
0.19 satan 0.0000040277
0.19 teardrop 0.0000040858
0.20 back 0.0000122560
0.20 normal 0.0000829879
0.20 portsweep 0.0000060577
0.20 satan 0.0000020138
0.20 teardrop 0.0000061287
0.20 warezclient 0.0000020588
0.21 back 0.0000061280
0.21 normal 0.0000404819
0.21 portsweep 0.0000020192
0.21 smurf 0.0000020243
0.21 teardrop 0.0000040858
0.22 back 0.0000040853
0.22 normal 0.0000404819
0.22 satan 0.0000080554
0.22 teardrop 0.0000061287
0.23 back 0.0000040853
0.23 normal 0.0000364337
0.23 portsweep 0.0000060577
0.23 satan 0.0000040277
0.23 teardrop 0.0000040858
0.24 back 0.0000061280
0.24 normal 0.0000323855
0.24 portsweep 0.0000040385
0.24 smurf 0.0000020243
0.24 teardrop 0.0000061287
0.25 back 0.0000040853
0.25 normal 0.0000688193
0.25 portsweep 0.0000060577
0.25 satan 0.0000100692
0.25 smurf 0.0000040486
0.25 teardrop 0.0000061287
0.25 warezclient 0.0000020588
0.26 back 0.0000040853
0.26 normal 0.0000222651
0.26 portsweep 0.0000040385
0.26 satan 0.0000020138
0.26 smurf 0.0000020243
0.26 teardrop 0.0000040858
0.27 back 0.0000040853
0.27 normal 0.0000364337
0.27 portsweep 0.0000060577
0.27 satan 0.0000020138
0.27 smurf 0.0000020243
0.27 teardrop 0.0000061287
0.28 back 0.0000061280
0.28 normal 0.0000323855
0.28 portsweep 0.0000020192
0.28 teardrop 0.0000040858
0.29 back 0.0000061280
0.29 normal 0.0000445301
0.29 portsweep 0.0000040385
0.29 satan 0.0000120831
0.29 smurf 0.0000020243
0.29 teardrop 0.0000061287
0.30 back 0.0000020427
0.30 normal 0.0000303614
0.30 portsweep 0.0000020192
0.30 smurf 0.0000020243
0.30 teardrop 0.0000040858
0.31 back 0.0000040853
0.31 normal 0.0000425060
0.31 portsweep 0.0000080769
0.31 satan 0.0000020138
0.31 smurf 0.0000020243
0.31 teardrop 0.0000061287
0.32 back 0.0000040853
0.32 normal 0.0000222651
0.32 portsweep 0.0000080769
0.32 satan 0.0000060415
0.32 teardrop 0.0000040858
0.33 back 0.0000061280
0.33 normal 0.0000728675
0.33 portsweep 0.0000040385
0.33 satan 0.0000080554
0.33 smurf 0.0000020243
0.33 teardrop 0.0000061287
0.33 warezclient 0.0000020588
0.34 back 0.0000020427
0.34 normal 0.0000303614
0.34 teardrop 0.0000040858
0.35 back 0.0000061280
0.35 normal 0.0000344096
0.35 portsweep 0.0000080769
0.35 satan 0.0000040277
0.35 smurf 0.0000020243
0.35 teardrop 0.0000061287
0.36 back 0.0000020427
0.36 normal 0.0000425060
0.36 portsweep 0.0000040385
0.36 satan 0.0000060415
0.36 teardrop 0.0000061287
0.37 back 0.0000040853
0.37 normal 0.0000263132
0.37 portsweep 0.0000020192
0.37 satan 0.0000060415
0.37 smurf 0.0000020243
0.37 teardrop 0.0000040858
0.38 back 0.0000061280
0.38 normal 0.0000465542
0.38 teardrop 0.0000061287
0.39 back 0.0000020427
0.39 normal 0.0000080964
0.39 portsweep 0.0000100962
0.39 satan 0.0000020138
0.39 smurf 0.0000020243
0.39 teardrop 0.0000040858
0.40 back 0.0000020427
0.40 normal 0.0000586988
0.40 portsweep 0.0000060577
0.40 satan 0.0000100692
0.40 teardrop 0.0000061287
0.41 normal 0.0000384578
0.41 satan 0.0000020138
0.41 teardrop 0.0000040858
0.42 back 0.0000040853
0.42 normal 0.0000323855
0.42 portsweep 0.0000020192
0.42 satan 0.0000020138
0.42 smurf 0.0000020243
0.42 teardrop 0.0000061287
0.43 back 0.0000020427
0.43 normal 0.0000445301
0.43 portsweep 0.0000100962
0.43 satan 0.0000020138
0.43 teardrop 0.0000040858
0.44 back 0.0000020427
0.44 normal 0.0000202410
0.44 portsweep 0.0000040385
0.44 satan 0.0000080554
0.44 teardrop 0.0000061287
0.45 back 0.0000020427
0.45 normal 0.0000303614
0.45 portsweep 0.0000020192
0.45 satan 0.0000080554
0.45 smurf 0.0000020243
0.45 teardrop 0.0000061287
0.46 normal 0.0000161928
0.46 portsweep 0.0000020192
0.46 satan 0.0000020138
0.46 teardrop 0.0000102145
0.47 back 0.0000040853
0.47 normal 0.0000485783
0.47 portsweep 0.0000121154
0.47 satan 0.0000221523
0.47 teardrop 0.0000122574
0.48 normal 0.0000384578
0.48 portsweep 0.0000020192
0.48 satan 0.0000060415
0.48 smurf 0.0000020243
0.48 teardrop 0.0000102145
0.49 normal 0.0000141687
0.49 portsweep 0.0000040385
0.49 satan 0.0000080554
0.49 teardrop 0.0000204290
0.50 back 0.0000061280
0.50 guess_passwd 0.0000018868
0.50 normal 0.0000829879
0.50 portsweep 0.0000020192
0.50 satan 0.0000040277
0.50 teardrop 0.0000122574
0.51 normal 0.0000242892
0.51 portsweep 0.0000121154
0.51 satan 0.0000040277
0.51 teardrop 0.0000224719
0.52 normal 0.0000445301
0.52 portsweep 0.0000060577
0.52 satan 0.0000080554
0.52 smurf 0.0000020243
0.52 teardrop 0.0001164454
0.53 normal 0.0000303614
0.53 portsweep 0.0000121154
0.53 satan 0.0000060415
0.53 teardrop 0.0000224719
0.54 normal 0.0000263132
0.54 portsweep 0.0000040385
0.54 satan 0.0000040277
0.54 teardrop 0.0000183861
0.55 normal 0.0000222651
0.55 portsweep 0.0000100962
0.55 satan 0.0000040277
0.55 teardrop 0.0000265577
0.56 back 0.0000020427
0.56 normal 0.0000303614
0.56 portsweep 0.0000040385
0.56 satan 0.0000080554
0.56 teardrop 0.0000204290
0.57 normal 0.0000364337
0.57 satan 0.0000080554
0.57 smurf 0.0000020243
0.57 teardrop 0.0000183861
0.58 normal 0.0000283373
